"policy_id","industry","vehicle_type","territory","fleet_size","years_in_business","driver_age","driver_age_band","exposure","claims","total_loss","severity","pure_premium","freq_lambda","sev_mu"
6386,"Retail","Cargo_Van","Suburban",23,30,37,"31–40",0.82157427968923,0,0,NA,0,0.092837893604883,7000
6387,"Professional","Delivery_Truck","Suburban",45,31,57,"51–60",0.631415623589419,1,44688.9751518768,44688.9751518768,70775.8463400584,0.0775694093579601,8190
6388,"Professional","Cargo_Van","Suburban",42,18,57,"51–60",0.544586446136236,0,0,NA,0,0.0503197876229882,6300
6389,"Logistics","Light_Truck","Urban",35,22,39,"31–40",0.705296446336433,1,34110.7216202865,34110.7216202865,48363.6657996365,0.166626285446982,11340
6390,"Construction","Cargo_Van","Rural",40,20,31,"31–40",0.775959728402086,1,9714.74449625512,9714.74449625512,12519.6503641503,0.0917960358699667,7840
6391,"Retail","Delivery_Truck","Suburban",16,13,62,"61–70",0.956778430962004,0,0,NA,0,0.131844067786564,9100
6392,"Logistics","Light_Truck","Urban",4,2,36,"31–40",0.704654755652882,0,0,NA,0,0.125188963889291,11340
6393,"Professional","Light_Truck","Suburban",17,16,28,"21–30",0.693297680234537,0,0,NA,0,0.0467351966246101,5670
6394,"Logistics","Light_Truck","Suburban",39,24,41,"41–50",0.70279100118205,0,0,NA,0,0.11423164933213,9450
6395,"Retail","Light_Truck","Suburban",42,22,26,"21–30",0.558544124709442,0,0,NA,0,0.0663550420154817,6300
6396,"Construction","Light_Truck","Urban",6,13,49,"41–50",0.999433621880598,0,0,NA,0,0.168384576614443,10584
6397,"Logistics","Cargo_Van","Suburban",31,29,27,"21–30",0.95913044642657,0,0,NA,0,0.162476697624661,10500
6398,"Professional","Light_Truck","Rural",16,22,52,"51–60",0.819674292812124,0,0,NA,0,0.0383164944917955,4536
6399,"Retail","Cargo_Van","Rural",16,35,67,"61–70",0.529689979390241,0,0,NA,0,0.0393029964707559,5600
6400,"Retail","Box_Truck","Urban",8,2,24,"21–30",0.788213221821934,0,0,NA,0,0.162214281050954,12600
6401,"Construction","Light_Truck","Urban",14,22,35,"31–40",0.797245554393157,0,0,NA,0,0.145513258587839,10584
6402,"Logistics","Cargo_Van","Urban",31,35,31,"31–40",0.780513494159095,1,36823.4659811146,36823.4659811146,47178.5129362655,0.198328478865826,12600
6403,"Retail","Light_Truck","Urban",46,38,55,"51–60",0.864826200646348,0,0,NA,0,0.15878209043867,7560
6404,"Professional","Light_Truck","Suburban",21,3,24,"21–30",0.942764181876555,0,0,NA,0,0.0659274992386275,5670
6405,"Construction","Light_Truck","Suburban",1,19,70,"61–70",0.545451544225216,1,14089.7333970528,14089.7333970528,25831.3200250748,0.0580742259136587,8820
6406,"Construction","Box_Truck","Urban",5,9,58,"51–60",0.70612499222625,0,0,NA,0,0.183133516733878,17640
6407,"Healthcare","Light_Truck","Urban",40,1,48,"41–50",0.863731192075647,0,0,NA,0,0.136426341788349,8316
6408,"Construction","Light_Truck","Suburban",10,16,25,"21–30",0.51330130349379,0,0,NA,0,0.0600562525087735,8820
6409,"Construction","Delivery_Truck","Suburban",18,10,32,"31–40",0.678774448344484,0,0,NA,0,0.123889912311835,12740
6410,"Logistics","Light_Truck","Suburban",43,35,40,"31–40",0.985707531450316,0,0,NA,0,0.165184868120444,9450
6411,"Professional","Cargo_Van","Suburban",37,23,44,"41–50",0.604728160309605,0,0,NA,0,0.0537603334515239,6300
6412,"Retail","Cargo_Van","Suburban",37,6,23,"21–30",0.729716317728162,0,0,NA,0,0.0926739723514765,7000
6413,"Logistics","Cargo_Van","Urban",2,2,48,"41–50",0.923589257290587,1,15719.6907593002,15719.6907593002,17020.2182790811,0.178437444508541,12600
6414,"Construction","Cargo_Van","Suburban",34,28,55,"51–60",0.857128008967265,1,12045.9001875484,12045.9001875484,14053.7936708687,0.138169035045523,9800
6415,"Healthcare","Light_Truck","Urban",36,2,62,"61–70",0.677800779929385,0,0,NA,0,0.10376452139939,8316
6416,"Professional","Light_Truck","Suburban",36,37,46,"41–50",0.680779826478101,1,8170.20458653618,8170.20458653618,12001.243674924,0.0540403026258317,5670
6417,"Logistics","Delivery_Truck","Rural",21,23,66,"61–70",0.877287958282977,0,0,NA,0,0.124060799332629,10920
6418,"Construction","Light_Truck","Rural",28,39,32,"31–40",0.750698099494912,0,0,NA,0,0.0725489657313872,7056
6419,"Professional","Cargo_Van","Rural",25,39,68,"61–70",0.810968842008151,0,0,NA,0,0.0456980942471593,5040
6420,"Retail","Cargo_Van","Urban",33,1,45,"41–50",0.672741417656653,0,0,NA,0,0.124120791557652,8400
6421,"Professional","Light_Truck","Urban",2,40,23,"21–30",0.687668178114109,0,0,NA,0,0.0597858714052406,6804
6422,"Professional","Light_Truck","Urban",29,25,70,"61–70",0.930282245390117,0,0,NA,0,0.104614889905346,6804
6423,"Retail","Light_Truck","Urban",3,2,54,"51–60",0.598818099824712,0,0,NA,0,0.0751816124329926,7560
6424,"Construction","Delivery_Truck","Suburban",39,8,32,"31–40",0.771378071862273,0,0,NA,0,0.168168133446694,12740
6425,"Professional","Light_Truck","Urban",2,20,53,"51–60",0.875460502924398,1,14158.9135822502,14158.9135822502,16173.1037950354,0.0761125361242471,6804
6426,"Construction","Delivery_Truck","Suburban",50,5,41,"41–50",0.737352314870805,1,6025.26999763096,6025.26999763096,8171.49397393114,0.174457557698432,12740
6427,"Healthcare","Light_Truck","Suburban",9,38,62,"61–70",0.882804917753674,0,0,NA,0,0.0707921263546671,6930
6428,"Healthcare","Light_Truck","Urban",42,14,70,"61–70",0.763787708478048,0,0,NA,0,0.122496272685709,8316
6429,"Professional","Cargo_Van","Suburban",50,29,64,"61–70",0.750341509701684,0,0,NA,0,0.073533467950765,6300
6430,"Construction","Light_Truck","Urban",23,2,68,"61–70",0.889911731821485,0,0,NA,0,0.176482845096178,10584
6431,"Retail","Cargo_Van","Suburban",16,1,36,"31–40",0.586117119179107,0,0,NA,0,0.0621284146329854,7000
6432,"Logistics","Cargo_Van","Rural",26,1,36,"31–40",0.931190212257206,0,0,NA,0,0.105857703329399,8400
6433,"Healthcare","Delivery_Truck","Suburban",25,10,39,"31–40",0.58985048905015,0,0,NA,0,0.0793643833016977,10010
6434,"Healthcare","Cargo_Van","Urban",38,13,60,"51–60",0.872369981254451,0,0,NA,0,0.150745532760769,9240
6435,"Professional","Cargo_Van","Rural",50,30,34,"31–40",0.661759538808838,0,0,NA,0,0.0453967043622863,5040
6436,"Professional","Box_Truck","Urban",29,10,21,"21–30",0.994528961367905,0,0,NA,0,0.173972951212088,11340
6437,"Professional","Light_Truck","Rural",12,9,33,"31–40",0.811294011888094,0,0,NA,0,0.0364936272427503,4536
6438,"Logistics","Delivery_Truck","Urban",28,21,44,"41–50",0.511544216540642,0,0,NA,0,0.164788853916402,16380
6439,"Healthcare","Light_Truck","Urban",16,20,21,"21–30",0.533062328700908,0,0,NA,0,0.0686530973133899,8316
6440,"Construction","Delivery_Truck","Suburban",46,29,29,"21–30",0.732370628742501,0,0,NA,0,0.168328065310176,12740
6441,"Retail","Cargo_Van","Rural",43,11,42,"41–50",0.943084752303548,0,0,NA,0,0.0878011904394603,5600
6442,"Logistics","Cargo_Van","Urban",44,25,39,"31–40",0.703477246221155,0,0,NA,0,0.197958497086633,12600
6443,"Professional","Light_Truck","Urban",11,22,25,"21–30",0.584947142982855,0,0,NA,0,0.0558302800619986,6804
6444,"Retail","Light_Truck","Urban",24,12,50,"41–50",0.97334812884219,0,0,NA,0,0.149798277028813,7560
6445,"Logistics","Delivery_Truck","Urban",45,22,34,"31–40",0.864873513113707,1,10480.2500890292,10480.2500890292,12117.6679943617,0.318749133258057,16380
6446,"Healthcare","Delivery_Truck","Rural",24,14,56,"51–60",0.943887760280631,0,0,NA,0,0.0881270246263615,8008
6447,"Retail","Light_Truck","Rural",48,18,41,"41–50",0.975625815452076,0,0,NA,0,0.0848209083954035,5040
6448,"Healthcare","Cargo_Van","Urban",16,39,64,"61–70",0.519105438725092,0,0,NA,0,0.0742839882815606,9240
6449,"Retail","Light_Truck","Suburban",4,10,41,"41–50",0.919310879311524,0,0,NA,0,0.077773700389755,6300
6450,"Retail","Cargo_Van","Suburban",27,34,25,"21–30",0.563682468957268,0,0,NA,0,0.0659508488680003,7000
6451,"Logistics","Light_Truck","Rural",32,16,28,"21–30",0.790390423149802,1,6773.32753425267,6773.32753425267,8569.59717105394,0.0850491710926113,7560
6452,"Logistics","Cargo_Van","Rural",30,2,44,"41–50",0.731628229725175,0,0,NA,0,0.0860394798156805,8400
6453,"Healthcare","Delivery_Truck","Urban",29,14,60,"51–60",0.94665478693787,0,0,NA,0,0.197704118978039,12012
6454,"Healthcare","Light_Truck","Suburban",49,19,47,"41–50",0.581856244127266,0,0,NA,0,0.0655111945262889,6930
6455,"Logistics","Cargo_Van","Rural",9,17,31,"31–40",0.892294422723353,0,0,NA,0,0.0865704048926197,8400
6456,"Retail","Light_Truck","Rural",6,6,21,"21–30",0.844312273780815,0,0,NA,0,0.0510640063182637,5040
6457,"Logistics","Box_Truck","Urban",49,33,65,"61–70",0.931921530631371,0,0,NA,0,0.380839052707816,18900
6458,"Healthcare","Light_Truck","Urban",40,2,64,"61–70",0.657398846466094,0,0,NA,0,0.10383614779932,8316
6459,"Healthcare","Light_Truck","Suburban",35,17,43,"41–50",0.934689798858017,0,0,NA,0,0.0946373421343742,6930
6460,"Retail","Box_Truck","Urban",21,13,32,"31–40",0.715387425967492,0,0,NA,0,0.166756808993022,12600
6461,"Retail","Light_Truck","Urban",14,4,34,"31–40",0.640068852109835,0,0,NA,0,0.0898656668362208,7560
6462,"Logistics","Light_Truck","Urban",5,5,33,"31–40",0.782613717135973,0,0,NA,0,0.140518292911764,11340
6463,"Healthcare","Box_Truck","Rural",38,18,68,"61–70",0.880326227634214,1,2705.85263006948,2705.85263006948,3073.69307551041,0.0993853097949922,9240
6464,"Healthcare","Delivery_Truck","Suburban",17,16,54,"51–60",0.564759713364765,1,9222.85887194867,9222.85887194867,16330.5891934113,0.070702268516135,10010
6465,"Logistics","Box_Truck","Urban",7,15,34,"31–40",0.88694379478693,1,42963.8318162871,42963.8318162871,48440.3093733896,0.252938631397337,18900
6466,"Professional","Cargo_Van","Urban",25,16,39,"31–40",0.807335272431374,0,0,NA,0,0.0974857341460883,7560
6467,"Retail","Box_Truck","Suburban",8,13,34,"31–40",0.611349786049686,0,0,NA,0,0.083877190646017,10500
6468,"Retail","Light_Truck","Rural",30,40,62,"61–70",0.938885034061968,1,4703.9922612728,4703.9922612728,5010.18984286241,0.0709797085750848,5040
6469,"Logistics","Cargo_Van","Suburban",12,4,67,"61–70",0.688120351172984,0,0,NA,0,0.0982635861475021,10500
6470,"Construction","Light_Truck","Rural",25,40,45,"41–50",0.963054770487361,0,0,NA,0,0.0907053135583521,7056
6471,"Construction","Delivery_Truck","Urban",33,24,29,"21–30",0.69876333582215,1,10276.8679839431,10276.8679839431,14707.2226848473,0.217877901926026,15288
6472,"Construction","Cargo_Van","Suburban",24,34,50,"41–50",0.711977155529894,0,0,NA,0,0.10551501444953,9800
6473,"Logistics","Delivery_Truck","Suburban",31,11,42,"41–50",0.975073388079181,0,0,NA,0,0.214730661522797,13650
6474,"Professional","Cargo_Van","Rural",23,3,58,"51–60",0.756111707421951,1,16597.1773620324,16597.1773620324,21950.6948498686,0.0418659052399534,5040
6475,"Logistics","Delivery_Truck","Suburban",22,38,32,"31–40",0.879037415492348,0,0,NA,0,0.17918298677396,13650
6476,"Logistics","Delivery_Truck","Suburban",25,1,48,"41–50",0.829984437441453,0,0,NA,0,0.173715742756496,13650
6477,"Professional","Light_Truck","Urban",48,15,67,"61–70",0.699808927252889,0,0,NA,0,0.0912620822030492,6804
6478,"Professional","Light_Truck","Rural",42,33,31,"31–40",0.989970051799901,0,0,NA,0,0.0576281366553758,4536
6479,"Logistics","Light_Truck","Urban",37,34,70,"61–70",0.515455660060979,1,10065.8565076325,10065.8565076325,19528.0744544385,0.123724822084437,11340
6480,"Professional","Cargo_Van","Rural",44,34,66,"61–70",0.796638330095448,0,0,NA,0,0.0523072727540671,5040
6481,"Retail","Delivery_Truck","Suburban",11,22,28,"21–30",0.868111951043829,0,0,NA,0,0.113983099172055,9100
6482,"Construction","Light_Truck","Urban",16,2,59,"51–60",0.681927851517685,0,0,NA,0,0.126859038217835,10584
6483,"Construction","Light_Truck","Rural",29,23,32,"31–40",0.805339703802019,0,0,NA,0,0.0784892128722486,7056
6484,"Construction","Light_Truck","Rural",2,23,60,"51–60",0.716600497136824,1,1540.30562149539,1540.30562149539,2149.46211682755,0.0539944142582654,7056
6485,"Retail","Cargo_Van","Urban",50,8,68,"61–70",0.75397735775914,0,0,NA,0,0.15833524512942,8400
6486,"Healthcare","Light_Truck","Urban",29,16,53,"51–60",0.596004231600091,0,0,NA,0,0.0861732718258992,8316
6487,"Construction","Light_Truck","Urban",10,11,66,"61–70",0.938297140295617,0,0,NA,0,0.164671148121881,10584
6488,"Professional","Delivery_Truck","Rural",8,5,35,"31–40",0.982838043477386,0,0,NA,0,0.0613546477021193,6552
6489,"Construction","Box_Truck","Suburban",7,12,59,"51–60",0.574683773797005,0,0,NA,0,0.101454673426123,14700
6490,"Healthcare","Box_Truck","Urban",5,25,54,"51–60",0.996339408913627,0,0,NA,0,0.178892740870442,13860
6491,"Healthcare","Delivery_Truck","Urban",44,6,30,"21–30",0.686306864721701,0,0,NA,0,0.161398785376602,12012
6492,"Professional","Box_Truck","Urban",4,20,47,"41–50",0.578099703998305,0,0,NA,0,0.0798818170984858,11340
6493,"Professional","Delivery_Truck","Urban",25,10,24,"21–30",0.59595814847853,0,0,NA,0,0.0935505303574173,9828
6494,"Logistics","Box_Truck","Rural",12,31,24,"21–30",0.852441696100868,1,15120.8305006613,15120.8305006613,17738.257724634,0.11929410071914,12600
6495,"Professional","Cargo_Van","Suburban",4,16,67,"61–70",0.586023370153271,0,0,NA,0,0.0385603377560852,6300
6496,"Professional","Delivery_Truck","Urban",19,21,38,"31–40",0.773437520954758,0,0,NA,0,0.115075901555254,9828
6497,"Construction","Light_Truck","Suburban",32,11,69,"61–70",0.795962150557898,0,0,NA,0,0.113615637370634,8820
6498,"Retail","Box_Truck","Suburban",6,29,56,"51–60",0.517962275538594,0,0,NA,0,0.069614129832387,10500
6499,"Professional","Light_Truck","Suburban",40,1,62,"61–70",0.825241610174999,0,0,NA,0,0.0675872878733324,5670
6500,"Construction","Cargo_Van","Suburban",40,9,28,"21–30",0.703782252385281,0,0,NA,0,0.118939200653113,9800
6501,"Professional","Cargo_Van","Suburban",5,12,36,"31–40",0.778014132520184,0,0,NA,0,0.0517379398125922,6300
6502,"Healthcare","Delivery_Truck","Urban",7,38,62,"61–70",0.865617934265174,0,0,NA,0,0.147358469039632,12012
6503,"Retail","Cargo_Van","Urban",44,26,50,"41–50",0.954906703322195,0,0,NA,0,0.191936247367761,8400
6504,"Logistics","Cargo_Van","Suburban",31,22,45,"41–50",0.560937807429582,0,0,NA,0,0.0950228645785711,10500
6505,"Professional","Cargo_Van","Suburban",2,11,45,"41–50",0.768295454909094,0,0,NA,0,0.0494782272961456,6300
6506,"Logistics","Cargo_Van","Urban",43,15,65,"61–70",0.973570572445169,0,0,NA,0,0.271918260883936,12600
6507,"Healthcare","Light_Truck","Rural",15,23,67,"61–70",0.614000037428923,0,0,NA,0,0.0365544922283309,5544
6508,"Retail","Light_Truck","Suburban",16,1,61,"61–70",0.576706089545041,0,0,NA,0,0.055017760942597,6300
6509,"Retail","Cargo_Van","Suburban",45,40,67,"61–70",0.965110520017333,0,0,NA,0,0.13028992020234,7000
6510,"Retail","Light_Truck","Rural",49,6,45,"41–50",0.921059883199632,0,0,NA,0,0.0806572139717918,5040
6511,"Healthcare","Delivery_Truck","Urban",45,27,59,"51–60",0.755661078146659,0,0,NA,0,0.179035000939897,12012
6512,"Professional","Cargo_Van","Suburban",49,30,35,"31–40",0.913452306296676,0,0,NA,0,0.0888789094026666,6300
6513,"Professional","Delivery_Truck","Suburban",32,34,39,"31–40",0.702250062371604,0,0,NA,0,0.0779638019244955,8190
6514,"Logistics","Light_Truck","Urban",35,12,40,"31–40",0.910892261075787,0,0,NA,0,0.215198296679155,11340
6515,"Healthcare","Box_Truck","Urban",41,30,48,"41–50",0.927590677165426,1,4946.89928781488,4946.89928781488,5333.06275019046,0.229662175759388,13860
6516,"Construction","Light_Truck","Suburban",23,8,70,"61–70",0.824761660420336,0,0,NA,0,0.109041739124173,8820
6517,"Logistics","Delivery_Truck","Urban",7,32,28,"21–30",0.69541400950402,0,0,NA,0,0.18415258385676,16380
6518,"Professional","Cargo_Van","Urban",48,19,66,"61–70",0.542347360751592,0,0,NA,0,0.0785861325729056,7560
6519,"Logistics","Delivery_Truck","Urban",40,24,38,"31–40",0.839044941705652,0,0,NA,0,0.297777049811336,16380
6520,"Construction","Light_Truck","Urban",24,32,23,"21–30",0.554119304986671,0,0,NA,0,0.110862649348683,10584
6521,"Construction","Light_Truck","Rural",27,27,24,"21–30",0.570961052901112,0,0,NA,0,0.0547112009721432,7056
6522,"Professional","Light_Truck","Rural",10,34,70,"61–70",0.718215838074684,0,0,NA,0,0.0316733184590936,4536
6523,"Professional","Light_Truck","Urban",20,16,42,"41–50",0.556185219669715,0,0,NA,0,0.0578154535846668,6804
6524,"Logistics","Light_Truck","Rural",8,21,64,"61–70",0.714086941443384,0,0,NA,0,0.0617228188706003,7560
6525,"Retail","Light_Truck","Suburban",40,8,50,"41–50",0.698238603072241,0,0,NA,0,0.0816939165594522,6300
6526,"Logistics","Light_Truck","Suburban",34,37,31,"31–40",0.794752703164704,0,0,NA,0,0.124172162342453,9450
6527,"Retail","Box_Truck","Urban",30,9,57,"51–60",0.652847748366185,0,0,NA,0,0.164517632588278,12600
6528,"Professional","Cargo_Van","Urban",17,3,42,"41–50",0.723820970626548,0,0,NA,0,0.0813212860498927,7560
6529,"Construction","Light_Truck","Urban",1,13,29,"21–30",0.934523347299546,2,16493.9293601721,8246.96468008604,17649.5637137734,0.149248051180474,10584
6530,"Professional","Light_Truck","Rural",18,12,57,"51–60",0.77866172848735,0,0,NA,0,0.0370861008043955,4536
6531,"Logistics","Cargo_Van","Rural",18,13,27,"21–30",0.544995201169513,0,0,NA,0,0.0576822920917813,8400
6532,"Retail","Delivery_Truck","Urban",19,37,66,"61–70",0.591058624442667,0,0,NA,0,0.125629510625289,10920
6533,"Healthcare","Cargo_Van","Urban",42,18,32,"31–40",0.861715661361814,0,0,NA,0,0.153557730854675,9240
6534,"Retail","Box_Truck","Suburban",30,38,25,"21–30",0.87953588552773,0,0,NA,0,0.147762028768659,10500
6535,"Construction","Cargo_Van","Urban",20,30,47,"41–50",0.714539184351452,0,0,NA,0,0.153268655043386,11760
6536,"Healthcare","Light_Truck","Rural",2,13,46,"41–50",0.83437371335458,0,0,NA,0,0.0435242703834283,5544
6537,"Logistics","Delivery_Truck","Urban",48,38,61,"61–70",0.773191862739623,0,0,NA,0,0.291292302368525,16380
6538,"Professional","Cargo_Van","Urban",7,4,41,"41–50",0.91287872986868,0,0,NA,0,0.0929766986371251,7560
6539,"Construction","Light_Truck","Suburban",15,40,64,"61–70",0.728380283573642,0,0,NA,0,0.089481517837022,8820
6540,"Construction","Light_Truck","Suburban",24,38,66,"61–70",0.538684385712259,1,18713.2437631919,18713.2437631919,34738.7900216357,0.071849723366301,8820
6541,"Construction","Delivery_Truck","Urban",18,11,27,"21–30",0.683816780801862,0,0,NA,0,0.187215358247934,15288
6542,"Healthcare","Box_Truck","Suburban",23,14,37,"31–40",0.934702786267735,0,0,NA,0,0.1330829827088,11550
6543,"Logistics","Cargo_Van","Rural",26,32,62,"61–70",0.525914663798176,0,0,NA,0,0.0597859789805766,8400
6544,"Healthcare","Delivery_Truck","Rural",20,2,37,"31–40",0.62497652543243,0,0,NA,0,0.0563041351762077,8008
6545,"Logistics","Cargo_Van","Urban",46,15,44,"41–50",0.898785934201442,0,0,NA,0,0.256693262807932,12600
6546,"Logistics","Delivery_Truck","Rural",38,18,32,"31–40",0.906479997909628,0,0,NA,0,0.147821506219119,10920
6547,"Logistics","Light_Truck","Urban",27,7,35,"31–40",0.704580229241401,0,0,NA,0,0.155803826092151,11340
